"Case Name","Description","Attorney / Staff Member","Status / Next Steps","Document Type","Deadline","Documents","Lead Plaintiff Counsel?","Status","Tier","Last Updated"
"USA v. State of Texas, 22-50212 (5th Cir.), 3:21-cv-00173 (W.D. Tex. El Paso) (Consol. w/Annunciation House)","Biden suing to stop the state's new migrant transportation executive order on grounds that it interferes with federal immigration law, and moved for an emergency order to immediately block the policy. (Annunciation House v. Abbott, 3:21-cv-00178 (W.D. Tex. El Paso) consol. into this case)<br /><br />In a complaint filed in Texas federal court, the government says Abbott's Wednesday executive order restricting the transportation of migrants at the southern border will severely impact the federal immigration system and hinder the government's arrangements with third-party partners who transport migrants.<br /><br />The executive order ""causes injury to the United States and to individuals whom the United States is charged to protect, jeopardizing the health and safety of noncitizens in federal custody, risking the safety of federal law enforcement personnel and their families, and exacerbating the spread of COVID-19 in our communities,"" the complaint says.<br /><br />","Gina D'Andrea","7/30/21 Complaint, emergency TRO; 7/31/21 Order hrg 8/2/21; 8/9/21 ORDER GRANTING IN PART Joint Motion for Clarification. FURTHER ORDERED 8/11 parties file witness list, etc.;  8/13/21 Catholic Charities joins lawsuit against Texas, ORDER USA file proposed preliminary injunction order by 8/20, D must issue Response to Abbott's Motion to Xfr by 8/19, TRO remain in effect until 8/27; 8/19/21 USA's Memorandum in Opposition to Motion; 8/20/21 Notice of prop. Prel. injunction; 8/23/21 Order  GRANTIN Motion for Ext. of Time to File October 11, 2021; 8/27/21 Granted Pre Injunct.; 8/26/21 Annunciation House consol. into this lead case; 8/31/21 GRANT Motion for Ext. to File 10/11; 9/7/21 IRLI Pro Hac Vice admit; 9/13/21 Cert. mailing; 9/21/21 Pending Admission to Catholic Charities; 10/12/21 D's transcript req.; 10/15/21 IRLI amicus in supp D's Motion to Dismiss, P's motion for Ext.; 10/20/21 IRLI brief; 11/8/21 D's Response in Opposition to Motion; 11/12/21 Unopp motion for ext time; 11/15/21 Extension of Time to File Response/Reply. EXTENDED to December 6; 12/6/21 REPLY to Response to Motion; 1/12/22 Order Deny Ps' PI motion; 2/18/22 Denied Ds Motion to Dismiss; 3/2/22 Unopp. motion to ext. time re answer complaint; 3/17/22 D's appealing order to 5th Circuit; 3/18/22 Unopp. P's Motion to Stay; 3/21/22 Order Granting Motion to Stay; 3/30/22 Appeal 22-50212; <br /><br />5th Circuit: 4/5/22 Appeal accepted; 7/18/22 Abbott, Texas opp. brief against injunction; <br /><br />9/7/21 IRLI Pro Hac Vice app accepted; 10/15/21 IRLI amicus filed; 10/20/21 IRLI brief; ","Ext. of Time granted to file State of Texas' Answer","03/24/2022","","No","Active","","07/20/2022 2:31pm"
"USA v. Vilchis-Rojas, 1:19-8034 (N.D. Ill)","Plaintiff brings this civil action against Defendant to revoke his naturalization as a U.S. citizen, set aside the order admitting Defendant to U.S. citizenship, and to cancel his<br />certificate of naturalization. Defendant, a native of Mexico who competed for Mexico in men’s gymnastics at the 1968 Summer Olympics, was a gymnastics coach and has trained gymnasts at various locations in the Northern District of Illinois for more than 30 years. Over that period of time, Defendant repeatedly used his position of authority to sexually abuse multiple minor athletes whom he was coaching. Defendant concealed and misrepresented his criminal activity in his immigration applications and throughout his immigration proceedings, enabling him to fraudulently and unlawfully procure lawful permanent residence, and, later, U.S. citizenship","","Complaint to Revoke Naturalization filed 12/9/19","","","","No","Prospective","2","02/05/2021 12:56pm"
"U.S. Commission on Civil Rights, Colorado Special Advisory Committee","","","","","","","No","Archive","",""
"U.S. Dep't Homeland Security v. Casa de Maryland, 18-1469 (S. Ct) / Casa de Maryland, et al. v. U.S. DHS, 0:18-01521 (4th Cir.) / 8:17-02942 (D.MD)","DACA Challenge","CJH; MSV","DistCt granted in part, denied in part Defs' MTD on 3/5/18; Pltfs appealed to 4th Cir. 5/8/18; Oral argument held 12/11/18, 4th Cir. affirmed in part, reversed in part, vacated in part, dismissed in part, and remanded to DistCt 5/17/19; DHS appealed to S.Ct 5/24/19; <br />S. Ct: Respondents' Brief filed 6/24/19; Pet'rs Reply Brief filed 7/10/19; Oral Argument held 11/12/19, Awaiting decision<br /><br />IRLI filed Amicus in Suppt Petrs 6/24/19","","","","No","Active","","08/18/2020 3:21pm"
"U.S. DEP’T OF HOMELAND SECURITY, ET. AL., v. State of New York No. 19A785 SCOTUS, 19-3591; 19-3595, (Original case: 1:19-cv-07777)","Public charge rule. States Demand Supreme Court Order Coronavirus Welfare for Aliens. Related Cases per SCOTUS: State of New York v. US Dept. of Homeland Security et al 1:19-cv-07777 and Make the Road New York 19-3595.","Chris Hajec, Larry Joseph","Filed 10/31/19 NY Dist. Ct. 1/8/20 CASE CALENDARING, for the week of 03/02/2020; 1/31/20 Amicus briefs filed; 3/2/20 CASE, before PNL, PWH, GEL, HEARD; <br /><br />SCOTUS 1/13/20 Application for a Stay. 1/27/20 Application Stayed; 4/24/20 The motion to temporarily lift or modify stay is denied. This order does not preclude a filing in the District Court as counsel considers appropriate.<br /><br />1/22/20 Motion for leave to file amicus brief and motion for leave to file brief in compliance with Rule 33.2 filed by IRLI; 4/20/2020 IRLI filed Amicus. Oral Argument 5/18/20; Dep. Rep. due May 12, 20","Dep. Rep. by L Joseph","05/12/2020","","No","Active","","05/06/2020 11:58am"
"Useche v. Trump, 20-2207 (4th Cir.), 8:20-cv-02225 (D. Md.)","Census case re: excluding illegal aliens from counting in representation. ","","7/31/20 Complaint; 8/3/20 House of Reps. Amicis; 8/14/20 Amended Complaint; 8/26/20 Response to Motion; 9/1/20 Response in Opp.; 9/15/20 Reply to Resp. motion; 9/30/20 Order Grant D's Motion to Stay; 10/14/20 Motion Hrg; 11/6/20 Case dismissed; 11/9/20 Appeal Case No. 20-2207; 1/11/21 Order Dismissing Appeal; 1/25/21 ORDER that this case is Dismissed for lack of Jurisdiction;","","","","No","Archive","","01/26/2021 12:51pm"
"U.S. House of Representatives v. Mnuchin, et al., 19-5176 (D.C. Cir.), 19-00969 (D.D.C.)","House of Reps sues over border wall emergency - Appeal Re Standing<br /><br />*Related case is Alvarez v. Trump, 19-00404 (dismissed)<br /><br />Co-counsel/Lead - Larry Joseph, Law Office of Lawrence J. Joseph","CJH; Larry Joseph, Law Office of Lawrence J. Joseph","Complaint filed 6/14/2019 Prelim Injunc Hearing held 5/23/19, DistCt Order denying Pltf's Mtn Prelim Injunc for lack of subject matter jurisdiction 6/3/19; Pltf's Ntc Appeal of Order to DC Cir 6/10/19; Pltf filed Amended Cmplt 6/14/19; DistCt Order granting Plaintiff's request to deny prelim and perm injunc relief with respect to the Administration's transfer of funds under Sec 9002 of the 2019 Dep't Defense Appropriations Act for purposes of constructing a border wall - Ct held that the House does not have standing to assert claims and seek relief with respect to Sec 9002 for the reasons set forth in the Ct's Memo Op'n dated 6/3/19, and further granted entry of Final Jdgmt in favor of Defs on 6/17/19; Pltfs filed Ntc Appeal to DC Cir. 6/18/19 on Final Jdgmt;<br />DC Cir Appeal: Appellant Brief filed 10/23/19; Appellee Brief 12/23/19; Appellant Reply Brief 1/27/20; 2/18/20 ORAL ARGUMENT HELD; 3/20/20 briefs, appendices, and supplemental briefs April 16, 2020; 4/28/20 oral argument held No. 19-5331 & No. 19-5176; 4/28/20 Oral Arguments held; 7/2/20 Letter by D's; 8/7/20 Order case remanded to the original panel; 8/21/20 Appellee Suppl brief; 11/9/20 D's PETITION [1870329] for rehearing en banc; 11/9/20 Pet for Hrg on Banc; 11/25/20 Response; 1/13/21 denying appellees' petition for rehearing en banc; 1/21/21 Mandate issued; 11/18/21 MANDATE ISSUED to Clerk, U.S. District Court. 19-5176; 11/18/21 case terminated; <br /><br />IRLI filed Amicus in Suppt of Rep. Andy Barr, in Suppt Defs' Opp to Pltf's Mtn Prelim Injunc in DistCt 5/14/19; 12/29/19 IRLI Brief in Suppt Appellee in D.C. Cir.","Deadline for filing Amicus Brief","12/30/2019","","No","Archive","1","01/05/2022 11:35am"
"US ICE v. City & County of San Francisco, 20-962 (U.S.), 19-17213, 19-17214, 19-35914 (9th Cir.)","Public Charge Rule: Under the Immigration and Nationality Act, 8 U.S.C. 1101 et seq., an alien is “inadmissible” if, “in the opinion of the [Secretary of Homeland Security] at the time of application for admission or adjustment of status, [the alien] is likely at any time to become a public charge.” 8 U.S.C. 1182(a)(4)(A). ","","1/21/21 Petition for a writ of certiorari filed. (Response due February 22, 2021); 2/2/21 Motion to extend the time to file a response from February 22, 2021 to March 24, 2021; 3/9/21 Petition Dismissed - Rule 46; ","","","","No","Archive","2","03/24/2021 5:19pm"
"Usof Alkabbani et al v. United States Department of State et al (8:20-cv-00470)","Courts > California Central District Court<br />Filed: Mar 09, 2020<br />Judge: James V Selna<br />Nature of Suit: Immigration - Other Immigration Actions<br />Cause: 08:1329 Writ of Mandamus to Adjudicate Visa Petition","","","","","","No","Prospective","","04/10/2020 12:47pm"
"U.S. v. Gonzalez-Fierro, 18-2168, 10th Cir.","D challenged conviction for unlawfully re-entering the United States after a prior removal based on D's prior expedited removal from the United States in 2009. 8 U.S.C. 1326(a) charge, “there must be some meaningful review” of the prior administrative removal proceeding. Source: https://law.justia.com/cases/federal/appellate-courts/ca10/18-2168/18-2168-2020-02-04.html<br />2-4-2020 Without section 1225(b)(1)(D), the Court reviewed Gonzalez-Fierro's 2009 expedited removal order, and concluded he failed to establish that removal was fundamentally unfair. On that basis, the Court affirmed Gonzalez-Fierro's section 1326(a) conviction.","Submitted by Lew Olowski","?<br />2-25-2020 DOJ letter to Pelosi: Consistent with 28 U.S.C. 530D, DOJ decided not to seek further review of the Tenth Circuit's decision.<br />2-4-2020 10th Cir affirmed P's section 1326(a) conviction. <br />11-5-2018 10th Cir. Ct.","","","","No","Prospective","","04/15/2020 1:22pm"
"US v Joseph, 0:20-cr-01787 (1st Cir.), 1:19-cr-10141 (D. Mass.) ","Judge Shelley Joseph and her Court Officer MacGregor aided an illegal alien to escape through judge's chambers to evade ICE detainer. Criminal charges were filed in 2020 against both. Corresp. Case: US v. MacGregor, 0:20-cr-01794 (1st Cir.), 1:19-cr-10141 (D. Mass.) ","","8/17/20 criminal case; 9/10/20 to 1/6/21 several amicus curiae in support of Appellants; 2/1/Response; 2/2/21 Reply Brief; 8/17/21 Case filed; 9/16/21 ORDER entered by Sandra L. Lynch, Appellate Judge: The government's motion to dismiss these appeals is denied without prejudice to reconsideration by the decision panel assigned to hear this matter; 12/6/21 Case argued; ","","","","No","Prospective","","12/07/2021 2:48pm"
"U.S. v. New Jersey, 20-cv-01364, D. NJ","United States seeks a declaration invalidating, and order permanently enjoining, the enforcement of New Jersey Attorney General Law Enforcement Directive 2018-6, as revised September 27, 2019 (the ""Directive"").<br />2-11-2020 Summons issued <br />Filed: Feb 10, 2020, Judge: Freda L Wolfson, Case UNITED STATES OF AMERICA v. THE STATE OF NEW JERSEY et al (3:20-cv-01364)<br />Nature of Suit: 950 Other Statutes - Constitutionality of State Statutes, Cause: 28:2201 Constitutionality of State Statute(s) Source: https://www.justice.gov/opa/press-release/file/1247556/download ","Submitted by Lew Olowski","","","","","No","Prospective","","04/15/2020 12:51pm"
"U.S. v. New Jersey, 20-cv-01364, D. NJ","USA filed TRO against New Jersey preempted by federal immigration law and impermissibly discriminates against the United States,violating the Supremacy Clause of the United States Constitution.","Submitted by Lew Olowski","2/10/20 Complaint filed. LO recommended watching this case.","","","","No","Prospective","","04/30/2020 4:42pm"
"U.T. v. Barr, 20-cv-00116, D. DC","1-15-2020 Six (6) Plaintiffs, Tahirih Justice Center & Las Americas Immigrant Advocacy Center filed complaint challenging the Trump Administration’s new policy of removing asylum seekers to Guatemala pursuant to an “asylum cooperative agreement” (ACA). National Immigrant Justice Center, the American Civil Liberties Union, and Human Rights First. Source: Lew O. & https://www.clearinghouse.net/detail.php?id=17368 Judge: Emmet G Sullivan","Submitted by Lew Olowski","4-10-2020 P Motion to strike Motion for Summary J by D.<br />2-7-2020 petitioners in H G-M, et al. v. Alex M. Azar II et al., Civil Action No. 7:20-cv-00010 (S.D. Tex.) (the ""Southern District of Texas Action"") challenge the removal procedures for asylum-seekers<br />1-28-2020 Reset MO: D Produce Administrative Record 2/13/2020. Plaintiff Motion For Summary Judgment due 2/28/2020. Motions Seeking Leave To File An Amicus Curiae Brief In Support Of Plaintiffs due by 3/6/2020. Defendants Cross- Motion For Summary Judgment And Opposition due by 3/25/2020. Motions Seeking Leave To File An Amicus Curiae Brief In Support Of Defendants due by 4/1/2020. <br />","","","","No","Prospective","","04/15/2020 12:37pm"
"Vangala v. US CIS, 3:20-cv-08143 (N.D. Cal.) ","Asylum and other Immigration Protections: New Suit Fights Visa Rejections Over Blank Spaces On Forms. Complaint restricted by court. ","","11/19/20 Complaint; 7/6/21 Stip w/proposed order; ","","","","No","Prospective","","07/12/2021 3:09pm"
"Vasquez v. VMware, Inc., 5:19-02182 (U.S.D.C. N.D.CA)","Employment Discrimination - Mexican immigrant was denied a job at tech company due to hiring policies requiring individuals to be U.S. Citizens, permanent residents, or have transferable visas. Pltf is a DACA recipient which is not acceptable for hiring under the policies","","Complaint filed 4/23/19; Parties filed Joint Stip Extn for Def's Response to Cmplt by 10/31/19<br /><br />10/9/19 - per Chris, emailed to Miano to consider; Mianio would like to wait until Summary Judgment to get involved; IRLI Amicus in Suppt Def's (anticipated) MTD would be due around 11/7/19","","","","No","Prospective","2","10/10/2019 11:30am"
"Velasquez v. Mayorkas (Barr), 21-7 (U.S.), 0:20-ins-02250 (8th Cir.)","Split 8th Circ. Says TPS Holders Eligible For Green Cards regardless of how entered. Consolidated w/ case:   v. Barr, 19-1148 (8th Cir.)<br />prospective case only","","6/19/20 Complaint 8th Cir.; 10/16/20 R's brief; 4/19/21 Mandate issued; <br />U.S. 6/1/21 Writ filed; 9/17/21 Resp brief; 11/1/21 Pet. Granted, vacated a split Eighth Circuit decision that ran counter to the justices' ruling this summer that immigrants covered by temporary protected status who had entered the U.S. unlawfully cannot get green cards.<br /><br />","","","","No","Archive","","11/02/2021 2:22pm"
"VHV Jewelers, LLC v. Wolf, No. 20-14788 (11th Cir)","Court granted summary judgment to the government, finding that the government had independent and sufficient reasons to deny plaintiff’s petition for nonimmigrant L-1 status for its alien employee under 8 U.S.C. § 1101(a)(15)(L) π appeals claiming that the government’s rejection of its petition was arbitrary and capricious.  ","Gina D'Andrea","12/22/20 Complaint; 2/2/21 Order for ext.; 3/18/21 Appellant's Brief; 4/19/21 Appellee's Brief; 5/7/21 Reply brief; 5/12/21 Motion to amend/correct brief; 5/13/21 Motion to amend/correct brief; 8/4/21 Calendar issued as to cases to be orally argued the week of 09/20; 9/8/21 ORDER: Motion to Reschedule Oral Argument filed by Appellees is DENIED as MOOT. This case will be submitted on the briefs; 11/1/2021 Opinion; <br /><br />11th Cir. 11/1/21 Affirmed, Case terminated;","","","","No","Archive","","01/05/2022 11:47am"
"Vidal v. Homeland Security, et al., 18-09276 (U.S.D.C. C.D.CA)","Violation of 8 C.F.R. S. 287.3, 287.8, and 4th Amendment - due to unlawful and retaliatory seizure, search, and arrest of Pltf; Violation of APA and 5th Amendment guarantees of due process and equal protection - due to DACA denial; Violation of 1st Amendment - due to retaliation for political speech","","First Amended Complaint filed 3/22/19; Ct granted in part, denied in part Defs' MTD 8/28/19; Fed Agency Defs filed Answer to Cmplt 9/18/19; Other Defs' Answer to Cmplt due 10/28/19<br /><br />4/9/19 - emailed to Chris to consider IRLI participation","","","","No","Prospective","2","10/22/2019 2:57pm"
"Vuegen Technologies, Inc. v. U.S. CIS, 1:19-00552 (U.S.D.C. D.D.C.)","Judicial Review of Agency Actions<br /><br />*Related to case ITServe Alliance, Inc. v. U.S. CIS, 1:18-02350","","*See current Briefing Schedule in ITServe Alliance, Inc. v. USCIS for status updates<br /><br />Complaint filed 2/28/19","","","","No","Prospective","2","04/29/2019 10:23am"
"Wagafe, et al. v. Trump, et al., 17-00094 (U.S.D.C. W.D.WA)","Class action lawsuit filed to stop gov't from preventing Plaintiffs, and others like them, from obtaining immigration benefits, including asylum, naturalization, lawful permanent residence, and employment authorization. All Plaintiffs identify as Muslims, are originally from Muslim-majority countries, and have resided in the U.S. for a significant time. Due to USCIS application of CARRP policy, Plaintiffs claim they are prevented from being able to freely travel overseas, petitioning for immigration benefits for family members, and, for those seeking naturalization, from obtaining jobs available only to U.S. citizens and from voting in U.S. elections","","Second Amend Cmplt filed 4/4/17; Defs filed Answer to Amended Cmplt 7/12/17; Dispositive Mtns due 5/11/20; Bench trial reset for 8/17/20","","","","No","Prospective","2","10/30/2019 1:34pm"
